,juror,country,fight,role,score,participant,problem,round,fightName
619,Anastasiia Vasylchenkova,France – École polytechnique,2,Opp,6.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
620,Anastasiia Vasylchenkova,Brazil,2,Mod,6.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
621,Benoit Truc,USA,2,Rep,7.0,Che Liu,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
622,Benoit Truc,France – École polytechnique,2,Opp,8.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
623,Benoit Truc,Brazil,2,Mod,8.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
624,Daniele Mari,USA,2,Rep,6.0,Che Liu,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
625,Daniele Mari,France – École polytechnique,2,Opp,7.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
626,Daniele Mari,Brazil,2,Mod,7.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
627,Marko Jerčić,USA,2,Rep,4.0,Che Liu,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
628,Marko Jerčić,France – École polytechnique,2,Opp,8.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
629,Marko Jerčić,Brazil,2,Mod,6.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
630,Nicolas Taberlet,USA,2,Rep,6.0,Che Liu,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
631,Nicolas Taberlet,France – École polytechnique,2,Opp,7.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
632,Nicolas Taberlet,Brazil,2,Mod,7.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
633,Piotr Podlaski,USA,2,Rep,2.0,Che Liu,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
634,Piotr Podlaski,France – École polytechnique,2,Opp,6.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
635,Piotr Podlaski,Brazil,2,Mod,6.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
636,Sonia Natale,USA,2,Rep,6.0,Che Liu,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
637,Sonia Natale,France – École polytechnique,2,Opp,6.0,Mathieu Lizee,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
638,Sonia Natale,Brazil,2,Mod,6.0,Andre Juan Ferreira Martins de Moraes,3. Apples and Oranges,3,Selective Fight 2| Room CO124| Round 3
639,Aake Andersson,France – Université de Lyon,2,Rep,9.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
640,Aake Andersson,Switzerland,2,Opp,7.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
641,Aake Andersson,Italy,2,Mod,6.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
642,Dhimiter Canko,France – Université de Lyon,2,Rep,8.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
643,Dhimiter Canko,Switzerland,2,Opp,7.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
644,Dhimiter Canko,Italy,2,Mod,6.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
645,Guilhem Gallot,France – Université de Lyon,2,Rep,9.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
646,Guilhem Gallot,Switzerland,2,Opp,8.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
647,Guilhem Gallot,Italy,2,Mod,8.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
648,Lorenzo Périssé,France – Université de Lyon,2,Rep,8.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
649,Lorenzo Périssé,Switzerland,2,Opp,7.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
650,Lorenzo Périssé,Italy,2,Mod,7.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
651,Stanislav Vinogradov,France – Université de Lyon,2,Rep,8.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
652,Stanislav Vinogradov,Switzerland,2,Opp,8.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
653,Stanislav Vinogradov,Italy,2,Mod,7.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
654,Suzanne Andersen,France – Université de Lyon,2,Rep,9.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
655,Suzanne Andersen,Switzerland,2,Opp,9.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
656,Suzanne Andersen,Italy,2,Mod,6.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
657,Vladimir Vanovskii,France – Université de Lyon,2,Rep,7.0,Lise Morlet-Decarnin,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
658,Vladimir Vanovskii,Switzerland,2,Opp,7.0,Ivan Rojkov,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
659,Vladimir Vanovskii,Italy,2,Mod,7.0,David Meinardi,14. Solar cell characterizer,3,Selective Fight 2| Room CO016| Round 3
660,Andreas Isacsson,India,2,Rep,2.0,Dripto Biswas,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
661,Andreas Isacsson,Poland,2,Opp,4.0,Wojciech Zwoliński,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
662,Andreas Isacsson,Denmark,2,Mod,6.0,Lise Grüner Hanson,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
663,Andrés  García Castro,India,2,Rep,5.0,Dripto Biswas,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
664,Andrés  García Castro,Poland,2,Opp,4.0,Wojciech Zwoliński,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
665,Andrés  García Castro,Denmark,2,Mod,8.0,Lise Grüner Hanson,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
666,Ansermet Jean-Phillipe,India,2,Rep,3.0,Dripto Biswas,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
667,Ansermet Jean-Phillipe,Poland,2,Opp,8.0,Wojciech Zwoliński,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
668,Ansermet Jean-Phillipe,Denmark,2,Mod,7.0,Lise Grüner Hanson,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
669,Antoine Pochelon,India,2,Rep,6.0,Dripto Biswas,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
670,Antoine Pochelon,Poland,2,Opp,8.0,Wojciech Zwoliński,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
671,Antoine Pochelon,Denmark,2,Mod,7.0,Lise Grüner Hanson,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
672,Nicolas Plihon,India,2,Rep,4.0,Dripto Biswas,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
673,Nicolas Plihon,Poland,2,Opp,8.0,Wojciech Zwoliński,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
674,Nicolas Plihon,Denmark,2,Mod,8.0,Lise Grüner Hanson,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
675,Richard Benoit,India,2,Rep,4.0,Dripto Biswas,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
676,Richard Benoit,Poland,2,Opp,5.0,Wojciech Zwoliński,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
677,Richard Benoit,Denmark,2,Mod,8.0,Lise Grüner Hanson,5. Water dancing ball,3,Selective Fight 2| Room CO122| Round 3
678,Arnaud Raoux,Ukraine - TSNUK,2,Rep,7.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
679,Arnaud Raoux,Russia – MIPT,2,Opp,8.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
680,Arnaud Raoux,Croatia,2,Mod,7.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
681,Arsène Chemin,Ukraine - TSNUK,2,Rep,6.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
682,Arsène Chemin,Russia – MIPT,2,Opp,6.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
683,Arsène Chemin,Croatia,2,Mod,9.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
684,Krzysztof Turzynski,Ukraine - TSNUK,2,Rep,6.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
685,Krzysztof Turzynski,Russia – MIPT,2,Opp,5.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
686,Krzysztof Turzynski,Croatia,2,Mod,6.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
687,Luis Núñez,Ukraine - TSNUK,2,Rep,6.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
688,Luis Núñez,Russia – MIPT,2,Opp,6.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
689,Luis Núñez,Croatia,2,Mod,8.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
690,Michael Wagenpfeil,Ukraine - TSNUK,2,Rep,5.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
691,Michael Wagenpfeil,Russia – MIPT,2,Opp,5.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
692,Michael Wagenpfeil,Croatia,2,Mod,6.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
693,Oskari Pakari,Ukraine - TSNUK,2,Rep,4.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
694,Oskari Pakari,Russia – MIPT,2,Opp,6.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
695,Oskari Pakari,Croatia,2,Mod,5.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
696,Vsevolod Zhdanov,Ukraine - TSNUK,2,Rep,5.0,Oleksandr Korostyshevskyi,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
697,Vsevolod Zhdanov,Russia – MIPT,2,Opp,5.0,Kirill Voronin,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
698,Vsevolod Zhdanov,Croatia,2,Mod,8.0,Tin Hadži Veljković,5. Water dancing ball,3,Selective Fight 2| Room CO123| Round 3
699,Daniil Sytnikov,Sweden,2,Rep,5.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
700,Daniil Sytnikov,Greece,2,Opp,8.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
701,Daniil Sytnikov,Russia – Voronezh State University + VSTU + MIPT,2,Mod,5.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
702,Jean-Marie Fürbringer,Sweden,2,Rep,8.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
703,Jean-Marie Fürbringer,Greece,2,Opp,8.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
704,Jean-Marie Fürbringer,Russia – Voronezh State University + VSTU + MIPT,2,Mod,7.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
705,Jérémy Ferrand,Sweden,2,Rep,4.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
706,Jérémy Ferrand,Greece,2,Opp,8.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
707,Jérémy Ferrand,Russia – Voronezh State University + VSTU + MIPT,2,Mod,8.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
708,Robert Schaller,Sweden,2,Rep,5.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
709,Robert Schaller,Greece,2,Opp,8.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
710,Robert Schaller,Russia – Voronezh State University + VSTU + MIPT,2,Mod,5.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
711,Stefan Richter,Sweden,2,Rep,4.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
712,Stefan Richter,Greece,2,Opp,3.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
713,Stefan Richter,Russia – Voronezh State University + VSTU + MIPT,2,Mod,5.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
714,Thibault Guillet,Sweden,2,Rep,4.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
715,Thibault Guillet,Greece,2,Opp,6.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
716,Thibault Guillet,Russia – Voronezh State University + VSTU + MIPT,2,Mod,5.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
717,Vadim Semaka,Sweden,2,Rep,1.0,Karin Levina Larsson,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
718,Vadim Semaka,Greece,2,Opp,2.0,Christos Andrikopoulos,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
719,Vadim Semaka,Russia – Voronezh State University + VSTU + MIPT,2,Mod,5.0,Aleksandra Maslakova,16. Camera inception,2,Selective Fight 2| Room CO017| Round 2
720,Anastasiia Vasylchenkova,France – École polytechnique,2,Rep,7.0,Kyrylo Gerashchenko,11. Circle magnet,4,Selective Fight 2| Room CO124| Round 4
721,Anastasiia Vasylchenkova,Brazil,2,Opp,7.0,Andre Juan Ferreira Martins de Moraes,11. Circle magnet,4,Selective Fight 2| Room CO124| Round 4
722,Anastasiia Vasylchenkova,Ukraine - National University of Kharkiv,2,Mod,7.0,Olha Zaitseva,11. Circle magnet,4,Selective Fight 2| Room CO124| Round 4
723,Benoit Truc,France – École polytechnique,2,Rep,6.0,Kyrylo Gerashchenko,11. Circle magnet,4,Selective Fight 2| Room CO124| Round 4
724,Benoit Truc,Brazil,2,Opp,5.0,Andre Juan Ferreira Martins de Moraes,11. Circle magnet,4,Selective Fight 2| Room CO124| Round 4
